;avg latency (quantile 0.5);WorkerCount;denormalizedPredictedResponseTimeAdded0Worker;denormalizedPredictedResponseTimeAdded-1Worker;denormalizedPredictedResponseTimeAdded-2Worker;denormalizedPredictedResponseTimeAdded-3Worker;denormalizedPredictedResponseTimeAdded1Worker;denormalizedPredictedResponseTimeAdded2Worker;denormalizedPredictedResponseTimeAdded3Worker;denormalizedPredictedResponseTimeAdded4Worker;denormalizedPredictedResponseTimeAdded5Worker;advice;postScaledTargetVariable
150;1929398.483;2.0;2931203.5123239304;3001392.3966558357;726523.4262055838;4958083.511604723;2965918.6253306256;865417.2898712086;4958059.554755948;-1540912.1644668991;4958088.497833192;0;
151;3289663.291;2.0;2903317.7722735587;3012904.1125064385;708743.4209604423;4958085.184990588;2968021.1232174365;838522.5067226172;4958070.332320732;-1544561.0031258347;4958088.4978332855;0;
152;2398352.1040000003;2.0;3031395.341580135;2985864.6034285654;786333.4848395198;4958064.428934355;2958340.858178906;987996.3818512171;4957944.769866197;-1086785.2504067915;4958088.497828445;0;
153;2398352.1040000003;2.0;3056308.0068892003;2974330.0590541223;833690.7770704126;4958064.041880649;2959458.114570101;1030702.1956440159;4957735.914218623;249787.4814912702;4958088.478809878;0;
154;2398352.1040000003;2.0;2538152.8677565414;3048270.770586173;721066.7738264009;4958087.825105282;2972396.1053795917;751492.8594456906;4958048.073028282;-1544605.4366029885;4958088.497833191;0;
155;2146519.858;2.0;3063865.234313631;2983653.200074339;749330.0091226406;4958084.324191088;2967807.699629748;902292.434200187;4958065.869349626;-1541320.3027334788;4958088.497833293;0;
156;2146519.858;1.0;2309008.129368376;3029662.9801697866;2171058.7204258;4942353.690795588;2989077.834122586;1878118.610192964;4957989.809688169;-1545312.2721900814;4958088.497833191;0;
157;1929398.483;1.0;2807233.6122708265;2929619.408249489;2391143.284580798;3110562.392053492;2942419.8032754306;2550690.607134014;3278263.4301081845;2101850.4959431235;3420428.05222704;0;
158;1929398.483;1.0;2390480.819782746;2973622.5386337778;2326662.4280993356;3747665.140222206;2972419.076052456;2214853.4291158193;4946345.6761148;258430.05570498065;4958088.497744353;0;
159;1787043.4880000001;1.0;2047393.099927719;3031381.208964031;2171912.595262039;4957553.555011137;2991376.418346008;784233.7336094318;4958082.547919282;-1545312.5930855537;4958088.497833191;0;
160;2146519.858;1.0;2263195.406907556;2993677.2915161215;2216102.4193816762;4878504.340753448;2977945.032207672;1894435.096730422;4957564.946160011;-1545243.3428099107;4958088.497833191;0;
161;1640737.9130000002;1.0;1652970.5700245714;3750987.563377275;2111304.3749635275;4958088.496543831;3312101.727734396;384309.26278518647;4958088.497277394;-1545312.6053230686;6758320.714968242;0;
162;1787043.4880000001;1.0;2651387.342102848;2950139.8508133707;2423673.4830433535;3110577.0654466646;2957142.284802462;2567474.230607533;3282306.489044057;2102734.022072245;3124530.3608592027;0;
163;1787043.4880000001;1.0;1907379.9830671693;3056053.771710468;2155329.7332591144;4958028.633026935;2999305.9126702454;581320.0932253369;4958087.742342405;-1545312.6036693116;4958088.497833191;0;
164;1921431.674;2.0;2246763.3598480974;4688132.44644326;459496.0279700201;4958088.497586304;3386072.7847539727;508212.9190874876;4958088.420047651;-1545312.6052533826;4958088.49797314;0;
166;2497473.7815;3.0;2700823.5544852023;2082215.025515841;2711151.686981101;3050738.096703056;2398018.175769544;2749372.8458392154;2265267.0989018856;2310715.355975524;3880205.4403746803;0;
168;1648443.165;4.0;2462636.6203742228;2441024.6071627503;1927153.995323706;3836725.266844159;2255376.005539874;2001579.4230643914;2964377.931330947;1310199.0626349219;3905227.3848663303;0;
170;472846.75;4.0;1996438.8658531534;2726643.296700198;1716336.182153386;3891789.219164373;2409770.9284212436;1713918.9276487224;3404170.937153579;1307910.5060781843;3905253.4952181466;-1;2726643.296700198
171;40243.62525;4.0;1805281.7010521616;3313507.5469477456;1548186.73801857;4082239.252195507;2862113.1838412243;1491501.7216521096;3869942.1027385434;1307756.0147167884;3905253.497281396;-1;3313507.5469477456
172;43651.282;4.0;1814125.8308440421;3305880.8306813925;1992513.429608518;3799895.69380347;2787763.3442649907;1797542.1467968638;3484178.8366209753;1333869.933526502;3905196.645491986;-1;3305880.8306813925
173;41886.0;4.0;1545080.3437897465;3583389.559052633;2210060.86097671;2947366.988845043;2940251.369184307;1877413.9891972202;3280777.3697820865;1440072.5421372384;3893619.550489153;-1;3583389.559052633
174;62120.1315;4.0;1655358.980961469;4600025.0905184625;1571688.3679629737;3077115.029420065;3663060.3124396293;1118882.7932484606;4003381.746979559;997915.2949525658;3951398.391609221;-2;1571688.3679629737
175;47616.494000000006;5.0;1480364.9682413586;3759205.9878197163;2246186.0158845005;3894610.628929181;3055425.151752465;2130133.418520421;2993466.3364203675;1713604.5400215844;3790406.4481170936;-1;3759205.9878197163
176;136515.4485;5.0;2353381.31458228;2405461.918342288;2297150.348039082;3294420.684723969;2487795.1913363305;2295822.0113287144;3318975.060761526;2151834.630466742;3905252.1231792453;-1;2405461.918342288
177;696473.6657499999;5.0;1940158.354897958;3104656.1450026715;842253.103780189;3362614.4326209845;4108483.9049106687;1803442.6990100676;5139194.732100586;1636654.5218604011;4525723.109628893;-1;3104656.1450026715
179;2272350.0952;5.0;1757250.2688228472;3955850.6623621876;1236422.9107788731;2707745.295118701;3756609.9671715843;998417.981511943;3336213.3893879824;1087477.1043073612;3914552.361792167;0;
180;2467348.0042;5.0;1964951.9393088757;3817541.211370787;-90205.29299736164;3138218.8210614966;4238330.266104856;572410.2021930405;4675303.2128980765;452707.44406548364;4129334.271146675;0;
181;2293315.6720000003;4.0;2472675.9491021824;2227590.0500325104;831060.8295856991;3044842.7953101215;3441401.7891147565;2750354.3972501694;3422047.1494396473;2493938.855092473;814372.8489190274;0;
182;1653629.8585;3.0;3520157.5695349756;2962798.576236925;3444012.673222196;4279177.520685005;2960404.5233064434;1901590.0763246708;4207553.611046536;2250777.142881537;2647119.435464728;0;
183;1704970.7415;3.0;3899754.7048969995;2961103.423865397;5124497.806033416;4271019.310611149;4518952.699443973;3028484.3980351314;4692212.3970157495;3737056.3539325274;2096514.8348304243;0;
184;24537.236;3.0;3379588.8069123104;2953721.159568425;4971237.9313927265;4038200.88813182;3181825.264182356;1913482.7198385384;4938767.031439306;920257.4538243045;4102372.9382151794;-1;2953721.159568425
187;40258.535;3.0;3336732.408078093;2953112.0659353863;4940128.394290316;2655170.814215983;3402047.2140355785;1771870.3900694423;4948204.743641631;568903.5746587652;4957592.044082008;-1;2953112.0659353863
192;11367998.643;4.0;1295526.2315379244;459354.21526394563;2877486.8052081;2214020.6100823022;2059706.0936172535;2831464.9297639774;-1072963.518628017;2531718.6253657863;-1044659.6592460717;1;2059706.0936172535
194;13890849.320666665;4.0;3008739.706318672;4017642.8216692777;2399336.7273257617;3116720.8926111055;3064889.396594979;1303571.7454665252;4416220.968801238;1128400.6947964588;4076016.549814554;1;3064889.396594979
195;3885598.975;4.0;3579293.271537067;2814704.4175101793;3812666.042508023;3169822.338964959;2936743.407487745;2160489.4262440745;4315403.918111694;3742510.1283005546;2018721.5605412633;0;
196;7690893.352999999;4.0;3304361.766384733;2887534.9361678935;3483196.015507651;3070804.22731597;2284995.85715025;2780526.8065575194;3194537.783771687;3745204.282863796;1705528.0910742297;1;2284995.85715025
197;8445196.952666666;4.0;3063607.590504898;3555416.9799350905;2587588.579377802;3121818.503675906;2666818.8215312837;1278137.2554931329;4507785.324529669;-148923.6724392633;4143078.1581650055;1;2666818.8215312837
198;4732828.099333334;4.0;2850713.3971273527;3831279.609725271;2031041.1442469258;3119412.9162023733;2897585.3729409385;1429446.3644560485;4664289.1842397535;892216.531218975;3983446.574295205;1;2897585.3729409385
199;2675486.9390000002;4.0;3185092.0841761753;2852972.121787953;3365121.1088415533;3123210.0192698445;2448696.853845255;1517505.0137558684;4524018.307958813;736077.0303294235;3783202.6152979727;0;
200;2365469.9775;5.0;2680294.441033019;3170020.2556319414;3505114.064632534;3830029.1377683384;3064698.6497410657;3696237.209423756;3201469.770022042;2297482.382712293;3812570.7710181978;0;
202;4185389.9768;6.0;2440618.78224813;2035589.5540145317;2493726.658737658;3032294.566387433;2137745.3664075746;2610331.4051023675;2892956.141267537;2231845.9784118114;3402814.7174431267;1;2137745.3664075746
204;3318025.5480000004;6.0;1552701.7592201023;2068925.7227236144;1822782.4948072822;3340302.5808326495;2186912.509020134;1827300.6427023164;2978659.1620387654;1364262.4798324595;3829114.2204367127;0;
205;2523985.2785;6.0;1941280.8555923016;2196891.947462429;1926409.9552722594;3230438.7500713267;2199441.73122254;1983361.8298076445;2928014.2616232242;1374021.1497893082;3747534.206504045;0;
206;2600022.212333333;6.0;1922397.6744283896;2304582.379457337;1736665.917066787;3503836.547464094;2237366.536511802;1780955.742403037;3009842.1787342983;1308925.3710323952;3905240.4701569644;0;
207;1307567.7910000002;6.0;2041079.3688461613;2260514.7378082094;1712295.9209104953;3495185.426972031;2199190.4684132542;1779409.9733125824;2992191.1303128665;1308008.8425547422;3905252.786271334;0;
208;1545779.0396000003;4.0;1983037.5719236701;2558283.159438047;1586511.4928943974;3882245.535529235;2292951.572304053;1625119.7013880645;3347975.4232051456;1307760.0463753117;3905253.497270321;0;
209;50460.25666666668;3.0;1816636.2093447493;4101515.838021729;1960352.9884768622;3744216.868512675;3268856.0926035754;1480803.4476214082;3873523.3713283543;1307861.5918975552;3905253.4972903337;-2;1960352.9884768622
210;55626.10633333334;3.0;3352417.033288326;3273279.6689848565;2254053.484753452;4084261.2088835146;2664284.1506575868;2493050.2356021237;3593219.7710898044;1875472.7024765315;3150547.177452085;-1;3273279.6689848565
211;50460.25666666668;3.0;2331915.734537257;4568051.77118621;2052218.6852391756;5810120.781002833;4010368.4693593145;668281.8024900908;4948269.9372413475;-1541503.5885050902;4958085.7150812475;-2;2052218.6852391756
212;55626.10633333334;3.0;3110805.1962830466;4177721.2994608437;1823707.4266074626;5453096.244799757;4016972.3892276413;2121265.14943255;4906653.837106339;-1174614.4710913175;4958087.354524921;-2;1823707.4266074626
213;138824.2066666667;3.0;2475241.016783446;4300865.760064668;2246896.1627777694;4558802.376002444;3603508.1913013537;1738345.832123794;4919776.304776329;-1414585.88658035;4958087.619890017;-2;2246896.1627777694
214;2257317.8863333333;3.0;3049342.843826258;4074573.087090353;1940274.3816298672;5111179.122255125;3746927.3263407727;2181960.7927254373;4871221.5389151145;-835070.9743722619;4958065.930576755;0;
215;2124816.09;3.0;2710951.927518657;3202645.7837304682;3517998.062272037;4974961.248847106;2801836.0082273167;1061844.6691855313;4937357.583900687;-1021916.0066070176;4950942.406876681;0;
216;3219312.291;3.0;4046840.659427194;1837613.3159874117;3483134.061440119;3921305.7445164355;1976914.4055343666;3107063.061423146;2570113.4091250105;3332982.5542457663;2192279.9203137816;0;
217;3960807.427;3.0;3473529.421578031;3537458.1944968435;2179038.3485314306;4908795.662837616;3601332.056998326;2170124.5685495352;4755180.944626694;147969.9079737023;4171200.3844877332;0;
218;4092755.7166666654;4.0;2299721.77762162;1265553.2576958558;2896672.670233234;822245.0619083465;1098142.0868175204;2997694.55192264;-583272.6022853168;2310505.606786684;-9743.576645533576;1;1098142.0868175204
219;4135775.808;5.0;3409902.125921667;2535324.2222686373;3797042.2254020553;3177192.947866116;2376715.731934808;4217298.898601426;2738226.1039931187;2318436.203225208;2919729.262083293;1;2376715.731934808
220;4324375.383;5.0;3468108.089342449;3014485.3979586856;2457035.942619619;3695175.1591002485;2652792.726051058;2738709.4903083034;3008422.303057076;1723588.1410377342;3882789.825519052;1;2652792.726051058
223;1972596.2816;5.0;1971220.607303097;2472728.9627889954;1839893.612315538;3686922.1117967;2334273.6843631566;1861508.0288454876;3081335.188803186;1316259.5199882416;3905190.944725277;0;
224;1944058.5098;5.0;1821462.3491613301;2542227.0994703043;1841215.792721552;3717845.3746008;2397170.7235709745;1832764.8853568197;3159157.7602142068;1323116.628405452;3905123.1946764933;0;
225;863659.4307999999;5.0;1721124.7659878898;2552679.113449105;1928028.797949051;3706222.3852820178;2455058.0438721827;1875700.5112822738;3180161.571429282;1398849.0107905143;3902370.219875234;-1;2552679.113449105
226;989610.253;5.0;1647937.8688122795;2719811.5396090955;1968600.0437897174;3676741.5315512214;2573451.8781692837;1837188.5728588526;3180418.792670616;1488324.5145099421;3888773.7960949624;-1;2719811.5396090955
227;822008.7705999998;5.0;1602139.4845103682;3704443.537459467;2021070.9855394515;3343163.2510391637;2806526.1747536836;1853591.1399299789;2584446.6757492083;1858719.1496411993;3416270.04969246;-1;3704443.537459467
228;1097226.2846;5.0;2112880.902826404;3191946.706489161;1617045.5200857713;3019686.2396336203;3213567.498906391;1515821.122889667;3119275.165794981;1417502.507102744;3880539.873700473;0;
229;952290.7166;6.0;2090502.783570143;2413644.869198892;2522858.4632053464;3202698.903381535;2400146.4908919022;2518463.687423169;2442612.4480680507;2267789.877072898;3356770.0263447305;-1;2413644.869198892
230;1118723.2484;6.0;1506542.6742386904;839564.8478144308;2372996.8044537175;-905141.7794042998;1651507.5159391193;2365305.7103545363;-573480.9299282853;2363799.1972791348;-1055337.3661956096;0;
232;2026270.971666667;6.0;2543148.713399214;2397150.5125315352;1925245.0050974148;240658.11307416094;3090928.6399862906;2853492.6059367605;859870.5287618088;3030753.08642826;767729.8652158349;0;
233;2519448.222333333;6.0;1991502.625279602;3135527.214507149;3312814.2201261665;96210.48244297695;2254054.1157940407;4621121.547027271;114830.34856314656;6755938.784216523;-1545311.298388675;0;
234;2581556.5711666667;6.0;2380467.879778491;2412641.9068237417;599811.308348976;2040226.9656248705;3259610.315785105;1872370.6050122508;3074162.3869772987;1523512.667574797;1523333.775611688;0;
235;2557471.955;5.0;2030074.611211295;3041794.1321620285;545772.7001546342;2991105.275774596;4139212.651812522;1429402.456666416;4737602.800386068;-202766.1945620007;5430821.856591575;0;
236;2223317.664666666;5.0;3440400.409068219;2568791.992121929;3567396.9024539255;2910181.1041620946;2568349.0108490633;2607057.100288379;3198584.5584466867;3922833.880706164;1459131.5763855448;0;
237;2580297.64525;5.0;3030024.047096535;3207047.28614889;2062031.2005043859;3556527.820278068;2571788.8568515275;1729196.436566614;4234372.005918451;3252055.168986159;2249568.9092418863;0;
238;2657350.8356000003;5.0;3303688.133451375;3153908.959875794;1591193.94228066;2809583.827765014;2884868.2886233716;2608926.597761479;2770796.506962502;3446176.263664535;1888478.1435677104;0;
239;2867486.3365000007;5.0;3278418.4717043517;3250780.9084164337;1206136.7539842394;2955093.7988329176;3015000.5450481526;2541197.5437091975;3045853.9885474294;2961994.9092806336;2222772.842426079;0;
240;2674602.48925;5.0;3141585.9592998354;2462731.68389047;2345045.479625116;2918744.929334864;2107223.094917173;3211730.1996140284;2462090.4712330443;3711054.2907066736;1840100.2812032118;0;
241;3047082.94425;4.0;3111663.36093892;3428241.223644496;812266.1632332968;3096521.518234335;3416875.320853815;2453215.7189207226;3677530.940563753;2052310.658967488;2321377.654856071;0;
242;2806520.105;4.0;2470432.267672196;4113017.7364679347;1376421.1258710749;3149518.350188651;3275083.8062799657;1242317.9268703803;4879785.488005075;-293404.0196132769;4650859.984190694;0;
243;3600173.111;4.0;3024852.9480198645;2854100.2368312753;2876420.861904969;3137675.21197164;2581312.8765205266;1980394.5882353222;4443303.214000967;3326394.3078851914;2276124.1364781098;0;
244;5139401.825666667;4.0;3285455.878724838;2917463.1916242978;3328199.814814284;3347078.5123291984;2771264.725408024;1620961.0348410243;4726903.212938792;1468650.739237609;4082744.3320090245;1;2771264.725408024
245;5405227.467666666;4.0;2894739.584388001;3843167.7711265474;1771155.0202047473;3107710.124344454;2945061.490378273;1879269.8397745565;4525921.6226462545;2093520.93016509;3043698.8675316703;1;2945061.490378273
246;5195896.062333333;4.0;2754355.7501541306;4339330.4405861385;442791.5550339811;3161488.2002861844;3844873.674889527;1211411.1200694386;4921964.925676882;-1481159.7838788384;4955112.813676807;1;3844873.674889527
247;3737421.6335;4.0;3377642.326826522;2264240.677343822;4108853.6208229936;3056712.4050212093;2229402.7885431745;3631520.549714784;2008890.9501301537;3956625.081263592;1376532.3935046694;0;
248;2122071.545;3.0;3606629.5342124254;2966636.75333922;4974583.1892786445;3107373.3656792026;3398185.938607985;1615479.3965992003;4139355.668772197;-461108.20414678194;4958088.512490749;0;
249;6166751.5355;3.0;4604932.338880037;3011313.70909089;5153299.45105748;4316231.397220496;4924879.620597553;3207913.400514135;4822673.023537014;2107544.648336197;2992738.925165317;2;3207913.400514135
250;6326539.3;3.0;3104929.8839541236;2676722.454724164;3950686.1238909718;3504941.4516382804;2939340.7462989525;3284131.0104646278;3127879.6945476197;3725407.988177989;2054283.2933683326;1;2939340.7462989525
251;8044496.290666668;3.0;2290153.8069752483;3859971.774643124;2550384.234893386;5695192.651481485;3056332.762440564;743596.6745453777;4957103.834190685;-1543708.0914594245;4958088.499779899;1;3056332.762440564
252;6965755.531;3.0;2854348.810304399;3464698.314910305;2917439.372293751;4556711.678460108;2707538.505372183;1138127.7430587192;4826597.9741668375;-1254551.15652254;4162846.041052737;1;2707538.505372183
253;4242057.816000001;2.0;3030505.3505675322;2968412.482967562;1063333.9401572924;4957996.639520151;2948195.981149091;1118930.0913399274;4954247.438500975;883940.8760272157;4954795.332939664;1;2948195.981149091
254;2664889.576;2.0;2960067.5266371598;3000778.092812314;727835.7551608529;4958084.644362158;2968541.7167578046;868218.5037259031;4958067.846743774;-1543944.4036195315;4958088.497833835;0;
258;5089078.696;2.0;2799417.249811478;2937686.795100919;1815781.2559397677;4957765.711034198;2922286.2924617743;1189351.631255047;4947449.193559946;629890.6897262268;4952974.530222933;1;2922286.2924617743
259;4292099.356000001;2.0;3374483.2538503697;2968586.0337865464;1148567.8884013763;4956449.397179138;3139578.3387027825;2031147.382805215;4934021.324422153;2704989.899497544;2513505.9386511785;1;3139578.3387027825
260;5089078.696;1.0;2156696.610341279;2980576.684559745;2256272.144562537;4864312.758593726;2977266.7000542246;1349611.9859890891;4957690.890529052;-1545269.4522967369;4958088.497833191;1;2977266.7000542246
268;32912000.374;1.0;1857082.9925608095;3187923.4829161894;1449874.9842649268;4958088.4977960745;3049326.241147794;423946.44437776745;4958088.497681902;-1545312.6053235875;6758320.737176749;1;3049326.241147794
269;32912000.374;2.0;3105482.6530579193;2682969.3142026;2291699.0589270685;3904890.1785711832;3820480.4346466716;2268721.016355369;3903394.0232398063;1591428.348700577;3905253.4972814;1;3820480.4346466716
270;32912000.374;2.0;4673595.311514242;5089594.7112328205;3632750.421808709;5177770.530483332;3336465.4784441255;4361483.0926092975;4084009.8754409407;1520254.9463195615;3905256.3791387603;1;3336465.4784441255
271;19069335.502;2.0;3268265.3304283973;2967588.1200381774;1338264.3406127777;4956934.986041909;2957736.631481038;1565124.4533794536;4683315.853580615;2563997.47826215;3110442.307935479;1;2957736.631481038
272;11634663.904000001;2.0;3323045.042733459;2937890.4033109536;475228.4924430511;4354226.394534035;4206065.208429109;2000744.097143377;5396505.131776301;-255070.0357024188;5465117.063468185;2;2000744.097143377
273;5077338.2420000015;2.0;2182995.6333252755;4834824.298957536;1665371.6122035293;4342204.386891899;4226906.349515221;1794676.1206649444;3950274.865568382;1307088.7445774034;3905254.6076264335;2;1794676.1206649444
274;3393749.579;2.0;1973518.285060552;3747208.4712885567;2334479.6935291267;5032077.561197962;4415588.427462988;1406726.1086072272;4164218.8684305763;1150614.553102484;3949338.2595481775;0;
275;3882753.4310000003;2.0;2078031.421465653;3968032.51415863;2537424.5995758795;4564025.016233385;4191042.8790073902;1708579.5911242794;4019718.0963279386;1291049.2294705345;3905494.135762184;0;
276;2889126.217;2.0;3219141.285638953;2774770.4184879656;852998.7832643808;5245200.172189937;3979732.45197083;2322485.9529216695;5071343.327364554;-230516.3082344771;4568037.907852478;0;
277;2116224.728;3.0;3571755.622179838;2231814.29071524;3912192.945323736;3748903.7761255987;2392322.7144571356;2785214.211466168;3183292.549937839;2419651.9832858313;2947289.4724882557;0;
278;1974733.2165;3.0;2822462.92338416;2177294.03737168;2583046.9455353767;2048966.1555854955;1588496.3116588343;2948711.289094803;1498636.4758921773;2281928.107368954;3905253.4854531465;0;
280;3370632.611;3.0;2086002.3187145207;3230056.660109029;2176128.6779053146;3862146.5777242603;4569366.554877125;610868.8746175235;5032717.2454651445;264032.684912535;4558703.0944542;0;
281;2625249.975333333;3.0;3022788.946545065;2582095.676799951;668621.0821786344;3217853.934046376;2921551.3291206355;1266638.124721747;3086901.809015554;-1410545.505464384;4789960.465776168;0;
282;2583615.6733333333;3.0;2838856.7729320982;2725529.5932095526;542627.5018925499;3809401.1356192655;2463004.521518209;946630.5289239645;3882768.2532857186;-1497249.228957655;5814463.061297862;0;
283;2590795.348;3.0;2523493.521116118;4248673.190588493;1714136.0323448938;5988141.979428067;3460790.247504191;1002530.5637316332;4951984.045352182;-1544464.9683999307;4958088.498783172;0;
284;2644026.7090000003;3.0;2626175.3699165913;3650142.0224775947;3382477.5336230784;3596221.8219903396;2677086.6852725614;2193253.4065332487;4179414.8815918732;2439218.761332628;2310896.3514478183;0;
285;2681457.003666667;3.0;3038419.5160029177;3968582.423374201;2194418.7353520207;4370148.883032024;3459513.5009379406;2336088.1880432786;4708837.161807438;615468.0962315189;4942328.296681606;0;
286;1440405.697;3.0;3161288.23786821;2936060.663275489;4962147.014985348;3832089.195760557;2963417.375316714;1879664.998708819;4835838.125249249;2670140.117512619;2383904.4655740187;0;
287;2243897.9280000003;4.0;2960509.3458367763;2676917.6253616973;4504195.310350145;2731256.5054080295;2413562.639003623;4336059.691231913;3479160.301285922;1879947.9672028373;3905253.4972482123;0;
288;3140356.853333333;4.0;4490037.7978320895;4423231.095777032;2955240.681396572;1232693.5719411317;3659765.8230105103;3572222.82761611;1250498.6104257551;5634345.876177767;-1524551.85982768;0;
289;3216686.464;4.0;3252167.246767693;2519466.846287662;1880536.1317291004;3108946.8585984325;3454756.6757883844;3299030.888435352;3424350.2281746957;2191409.7271593353;3692475.2324765334;0;
290;3008942.53;4.0;2885850.9743885873;2836739.5316537283;1117119.0817375532;1332053.5301537637;3704535.429353443;1886116.4709397615;4411325.406231178;1029412.801813545;4398139.644112881;0;
291;3216686.464;4.0;2403972.499424464;4044825.7102722535;2630017.4382102108;2452991.7545237765;3436480.3999200794;3115324.7907083076;3854308.014465678;1448723.3572529352;3905475.5127795497;0;
292;3216686.464;4.0;2256583.6774847982;3138856.601346784;2801579.5634389576;2082226.1865033456;3121233.059780397;3320351.6236445103;3376990.099538098;1797619.2083972201;3873759.582841977;0;
294;3182799.2365;4.0;2076361.9580410898;4292553.22975965;1807367.2136933499;3231094.917718287;3428300.350129971;1547833.6427099481;3853133.804640957;1275998.219818237;3905568.9045789046;0;
295;2588298.78725;4.0;1829555.4121925943;2971374.8520513796;1454393.7811332813;1454047.528310063;4078655.6284016683;995450.1956524152;4433123.360041684;675731.2340702204;4538337.564374858;0;
296;2613888.711;5.0;2399108.345319445;2889191.0318133137;2197387.9824545044;3815993.083598521;2626647.842001948;2185911.9662095206;3290961.347904295;1746339.9504302538;3905162.5673166947;0;
297;2527082.8445;5.0;2114428.706152856;2967939.48847779;2704592.345030024;3629167.7147899615;2689167.128516489;2644014.630654941;2508092.386805933;2278850.620153359;3567229.4098632736;0;
299;2803041.8918;5.0;2372524.30880054;1829088.9183789152;1390716.0086144372;1910120.7937734444;3336686.8013942437;1482485.2745440034;3610283.149435026;1103328.6459160198;3945046.9115183265;0;
300;2418505.1398;5.0;2322269.206331583;2573338.9356896584;858073.5602006891;2716841.95257502;3547176.8823279054;1419348.7342958548;3953511.7183280736;110834.73683378503;4461365.728508839;0;
301;2783449.5051999995;5.0;2457895.6810949487;1162281.0903799557;2513879.0547021744;215368.60062765487;2434664.343042224;3625200.8034272445;-139636.8317481145;5098577.116063512;-1450426.1578600425;0;
302;2456669.8552;5.0;2788960.814687259;2932857.1277864827;760868.9240653602;2987811.690502237;3646290.620527794;537426.9538665744;4357462.766266323;-773744.831715734;4022873.863269736;0;
303;2620649.56875;5.0;2489040.7500326815;2646890.2618611883;2190781.3126246287;2749239.4380116947;3634024.084125619;2765314.7347718677;3703896.045669179;2753637.527301125;1103735.5013213623;0;
304;2920862.6778;5.0;3123162.331097323;1785756.9969200161;3880854.7090436635;1977627.1269838742;2458238.610117401;4408549.875516174;622145.080850481;4569291.9830225;654213.7644256541;0;
305;2969651.2516;6.0;2253370.253709222;1830748.2617218844;3392473.9472810663;1346284.5631859472;3221402.573156522;4352467.473253597;456506.61172104283;4535269.368145338;654929.7747733144;0;
306;2291697.009;6.0;2887642.9043346853;2477567.623332043;2919322.8763554296;3545774.015827673;2640726.40230573;3245573.3453343017;3056676.1928767487;2255420.83893625;3760604.301913459;0;
307;2800434.54725;6.0;2850160.900944092;2214516.847013469;4544582.619385866;3827303.7194411564;2068551.3814044297;4524701.851867403;3502286.744727671;1889948.8197170272;3884052.5260283193;0;
308;3041514.9965;6.0;2963678.997047984;2950063.861217996;2279117.4491151357;3725332.6627816805;2791142.0314468136;2545774.5111045754;3334887.999154237;1481120.2606434016;3904355.178680622;0;
309;2873479.17475;6.0;3810828.267756723;1704846.4482758795;3173118.281108582;3748028.0462724506;2340030.0265751113;3682246.2941240924;3377200.1147467415;1646722.8997881978;3903827.6190053914;0;
310;3308321.1608;6.0;3624627.3309893496;2845389.808461571;2578421.8315860056;3733608.224096316;2883728.302085965;2988815.4112436324;3322285.8864145037;1543431.4964122118;3903074.8824910196;0;
311;3399459.4545;6.0;3153403.409166376;2954447.106746074;2390899.2418715796;3671795.0061771786;2752535.590488576;2687909.1319026574;3204151.659802254;1578313.8984583262;3898923.4823430716;0;
312;4104095.687;6.0;3146181.9754642122;2866547.649084546;2451017.202702125;3675244.2885163464;2735431.8359839767;2835655.260333024;3233338.615267277;1586337.015194861;3897447.255277785;1;2735431.8359839767
313;4221114.681;6.0;2585266.065048311;2644537.8787922766;2093496.4925836101;3718218.965742407;2638160.9853844587;2268602.0753073776;3332547.7866855767;1403787.5429156288;3905184.8025479247;1;2638160.9853844587
314;3536841.941;6.0;3182229.012613931;2729481.578822145;2658856.8300711038;3555904.701861054;2612670.8510999056;3125348.012091601;3057881.2974763927;1769137.2999099023;3745935.687963364;0;
315;3700300.0762;6.0;2994224.3162812316;2940588.5175590296;2260124.0466267252;3712210.4863112904;2762966.870349133;2525972.8784326348;3292668.4487467813;1467599.4440815756;3904942.377515792;0;
316;3551342.7124;6.0;2331799.3184056445;1950865.340095571;2223367.4767211787;3437458.478465995;2128190.611330699;2447861.188133045;2997223.158325394;1731335.9910023739;3699180.3901855806;0;
317;3323653.6813333333;4.0;3825617.6622514976;2121888.412363221;4543519.36100369;375658.5110150848;2322625.199310323;4866806.403181776;2644116.1571879773;4157551.3604178657;2905245.6041186294;0;
318;2047127.481;2.0;3004238.444507659;2121206.3705098582;4834042.62296728;2900163.6949180267;1032491.3239483484;4957485.118843812;2867665.8363710283;4158361.4555498757;2902294.9998549335;0;
319;2075501.8830000001;1.0;3970306.0040300046;3323174.430542216;1125398.3072111085;4558718.853737562;3032227.4612641707;663633.0944571517;4558718.851788038;654289.2783798922;4558718.853733335;0;
326;4887050.578;1.0;3453897.052084303;2810618.3980863844;2387803.0533113233;3110643.906566482;2863709.527475638;2562285.1345811915;3234904.2116057263;2105056.0371988514;3110782.5496343644;1;2863709.527475638
332;9296369.437;2.0;3010247.7070921124;4172422.6632510046;2173892.332007268;4958087.8366325125;3050692.3355368185;1449708.5676235433;4956863.4597571045;-1545190.5198404947;4958088.499528787;1;3050692.3355368185
333;7057901.192000001;2.0;3253909.7737125014;3841871.200073469;2248175.528679398;4957993.112097658;3063413.556378916;2314567.355711963;4924656.689217291;-1500303.0886007054;4958088.497781135;1;3063413.556378916
